-47.00,16.30,90.00
-47.00,16.30,89.83
-46.51,16.30,90.00
-45.84,16.30,90.60
-44.66,16.28,90.92
-43.53,16.26,90.73
-41.82,16.25,90.60
-40.66,16.23,90.57
-38.99,16.22,90.61
-38.10,16.21,90.71
-37.03,16.19,90.59
-36.52,16.19,90.07
-35.95,16.21,85.83
-35.71,16.24,78.57
-35.50,16.30,70.79
-35.45,16.32,64.80
-35.47,16.31,62.65
-35.47,16.31,63.30
-35.52,16.28,63.97
-35.53,16.28,64.10
-35.55,16.27,63.82
-35.55,16.27,63.70
-35.45,16.32,63.71
-35.05,16.51,63.80
-34.24,16.91,64.13
-32.87,17.57,63.99
-31.71,18.15,63.50
-29.69,19.15,63.54
-28.24,19.88,63.27
-26.02,21.00,63.31
-24.50,21.76,63.40
-22.55,22.73,63.55
-21.51,23.25,63.54
-20.36,23.83,63.18
-19.77,24.13,62.68
-19.52,24.26,62.42
-19.52,24.26,62.19
-19.58,24.22,62.39
-19.68,24.18,62.42
-19.77,24.13,62.37
-19.82,24.10,62.39
-19.90,24.06,62.38
-19.93,24.04,62.39
-19.93,24.04,62.38
-19.93,24.04,62.39
-19.93,24.04,62.42
-19.93,24.04,62.40
-19.93,24.04,61.42
-19.97,24.02,56.62
-20.08,23.94,48.87
-20.14,23.88,38.79
-20.24,23.71,26.90
-20.30,23.56,13.58
-20.32,23.31,-1.00
-20.29,23.10,-16.44
-20.16,22.83,-31.29
-19.96,22.56,-41.51
-19.60,22.18,-45.85
-19.43,22.02,-46.30
-19.27,21.87,-44.99
-19.25,21.84,-43.83
-19.23,21.82,-43.51
-19.23,21.82,-43.62
-19.12,21.71,-42.69
-18.82,21.37,-40.37
-18.24,20.65,-37.80
-17.75,19.98,-35.27
-16.75,18.52,-33.26
-16.02,17.38,-32.06
-14.91,15.57,-31.52
-14.14,14.31,-31.22
-13.06,12.54,-31.49
-12.46,11.56,-31.44
-11.92,10.69,-32.26
-11.93,10.70,-34.61
-12.17,11.03,-37.09
-12.23,11.11,-39.89
-12.24,11.11,-42.73
-12.26,11.14,-44.59
-12.15,11.03,-44.71
-12.35,11.22,-46.19
-12.39,11.27,-47.15
-12.46,11.33,-47.41
-12.56,11.42,-46.84
-12.69,11.54,-46.81
-12.86,11.70,-46.69
-12.95,11.79,-46.61
-13.05,11.88,-46.68
-13.07,11.90,-46.63
-13.07,11.90,-46.58
-13.07,11.90,-46.61
-13.07,11.90,-46.58
-13.07,11.90,-46.58
-13.07,11.90,-46.67
-13.17,11.99,-46.58
-13.81,12.61,-46.07
-14.79,13.57,-45.15
-15.66,14.44,-44.81
-17.19,15.99,-44.60
-18.30,17.12,-44.11
-20.18,19.07,-43.79
-21.52,20.48,-43.72
-23.63,22.68,-43.71
-25.14,24.26,-43.82
-27.47,26.68,-44.02
-29.07,28.33,-44.19
-31.52,30.84,-44.35
-33.21,32.57,-44.47
-35.84,35.24,-44.60
-37.61,37.03,-44.67
-40.27,39.73,-44.65
-42.03,41.51,-44.55
-44.36,43.88,-44.52
-45.69,45.23,-44.60
-47.02,46.57,-44.58
-47.47,47.03,-44.74
-47.59,47.15,-45.09
-47.58,47.15,-45.32
-47.63,47.20,-45.52
