28.00,46.80,90.00
28.00,46.80,89.99
28.30,46.80,89.62
28.70,46.80,90.36
29.64,46.79,90.76
30.33,46.78,90.87
31.42,46.76,90.91
32.17,46.75,90.91
33.21,46.74,90.96
33.75,46.73,91.17
34.48,46.70,93.70
35.45,46.59,97.95
36.22,46.45,103.41
37.48,46.07,110.10
38.35,45.69,117.66
39.64,44.89,126.09
40.48,44.17,134.31
41.72,42.82,140.21
42.55,41.76,143.36
43.75,40.11,144.05
44.59,38.97,143.05
45.90,37.28,141.27
46.94,36.02,139.95
48.50,34.18,139.58
49.66,32.82,139.72
51.39,30.77,140.03
52.57,29.35,140.14
53.96,27.69,139.74
54.83,26.67,139.12
55.90,25.45,138.91
56.57,24.68,139.11
57.53,23.56,139.27
58.18,22.81,139.41
59.20,21.62,139.52
59.82,20.88,139.77
60.54,20.04,139.86
60.77,19.76,139.71
60.82,19.70,139.15
60.75,19.78,139.13
60.78,19.74,140.65
60.87,19.63,143.05
61.09,19.33,146.10
61.26,19.05,149.98
61.58,18.44,154.57
61.79,17.93,159.83
62.04,17.17,164.87
62.14,16.73,169.59
62.20,16.28,173.25
62.21,16.18,174.69
62.21,16.20,174.55
62.21,16.22,174.17
62.28,15.57,173.94
62.37,14.72,173.91
62.50,13.25,176.61
62.52,12.50,178.93
62.53,11.86,180.62
62.53,11.81,181.94
62.53,11.80,182.30
62.53,11.79,182.53
62.51,11.35,182.43
62.48,10.45,180.72
62.48,9.89,179.88
62.48,9.85,179.34
62.48,9.85,179.51
62.48,9.85,179.24
62.48,9.85,179.00
62.48,9.84,177.83
62.48,9.86,176.73
62.48,9.85,176.50
62.48,9.85,175.69
62.51,9.45,175.12
62.62,8.21,175.13
62.76,6.54,174.97
62.85,5.49,175.37
62.94,4.26,176.68
62.96,3.95,177.65
62.96,3.82,178.37
62.96,3.82,178.92
62.96,3.82,179.22
62.98,2.57,179.02
63.00,1.65,178.83
63.00,1.65,179.18
63.00,1.66,179.98
63.00,1.65,179.69
63.00,1.64,179.61
63.00,1.63,179.80
63.00,1.62,179.54
63.00,1.61,179.41
63.00,1.43,178.99
63.02,0.23,178.59
63.07,-1.11,177.27
63.13,-2.18,176.32
63.24,-3.71,175.61
63.33,-4.83,175.26
63.49,-6.62,174.85
63.60,-7.90,174.68
63.80,-9.95,174.58
63.91,-11.24,175.29
64.06,-13.29,176.32
64.12,-14.31,177.60
64.12,-14.43,178.48
64.12,-14.43,178.81
64.12,-14.43,178.93
64.13,-14.49,178.64
64.12,-14.08,178.71
64.11,-13.64,178.71
64.10,-13.17,178.39
64.09,-12.82,178.30
64.07,-12.25,178.13
64.05,-11.86,178.13
64.03,-11.27,178.06
64.02,-10.87,178.02
64.00,-10.29,177.96
63.99,-9.90,177.89
63.97,-9.37,177.80
63.95,-8.99,177.73
63.93,-8.44,177.63
63.91,-8.07,177.58
63.89,-7.48,177.54
63.87,-7.11,177.54
63.85,-6.55,177.46
63.83,-6.18,177.39
63.80,-5.60,177.31
63.79,-5.20,177.27
63.76,-4.65,177.29
63.74,-4.23,177.27
63.71,-3.63,177.20
63.68,-3.05,177.15
63.66,-2.66,177.15
63.63,-2.05,177.12
63.61,-1.66,177.09
63.58,-1.05,177.07
63.56,-0.66,176.99
63.54,-0.19,177.29
63.53,-0.10,178.66
63.53,-0.06,179.12
63.53,-0.06,179.00
63.53,-0.08,178.88
63.53,-0.08,178.90
63.53,-0.08,178.92
62.58,-17.00,180.01
62.58,-17.05,180.20
62.57,-17.28,181.68
62.54,-17.93,183.41
62.50,-18.56,185.23
62.37,-19.75,186.85
62.25,-20.67,188.10
62.01,-22.27,188.97
61.83,-23.37,189.46
61.54,-25.05,189.76
61.35,-26.15,189.96
61.12,-27.43,190.11
61.01,-28.06,191.21
60.87,-28.64,196.24
60.76,-28.95,202.90
60.55,-29.38,207.88
60.40,-29.65,213.15
60.14,-30.00,219.68
59.96,-30.19,227.47
59.63,-30.45,236.97
59.46,-30.54,248.24
59.23,-30.60,260.95
59.14,-30.61,274.29
59.02,-30.59,285.81
59.01,-30.58,290.49
59.12,-30.62,290.09
59.12,-30.63,288.91
58.63,-30.46,288.31
58.02,-30.26,288.36
56.76,-29.84,288.57
55.70,-29.48,289.01
53.72,-28.80,288.87
52.21,-28.28,288.93
49.60,-27.38,289.26
47.72,-26.72,289.22
44.64,-25.65,289.10
42.47,-24.90,289.09
39.04,-23.72,288.82
36.66,-22.91,288.80
33.01,-21.67,288.69
30.58,-20.86,288.17
27.11,-19.73,288.09
25.00,-19.04,288.16
22.49,-18.26,285.53
20.35,-17.79,278.96
19.19,-17.69,269.14
17.88,-17.85,256.19
17.28,-18.07,240.96
16.91,-18.33,223.64
16.90,-18.33,205.28
17.04,-17.77,186.40
17.00,-17.06,169.40
16.59,-15.71,156.16
16.04,-14.71,146.75
15.07,-13.40,140.34
14.44,-12.71,136.32
13.60,-11.85,134.42
13.21,-11.47,133.62
12.84,-11.13,132.85
12.93,-11.21,132.61
13.17,-11.43,131.45
13.23,-11.48,130.93
13.30,-11.55,131.24
13.31,-11.55,131.27
13.30,-11.54,131.29
13.30,-11.54,131.33
13.29,-11.54,131.35
13.29,-11.54,131.34
13.29,-11.54,131.35
13.28,-11.52,131.36
13.28,-11.52,131.38
13.28,-11.52,131.29
13.32,-11.56,131.19
13.30,-11.54,131.33
13.28,-11.52,131.34
13.28,-11.52,131.31
13.28,-11.52,131.35
13.28,-11.52,131.27
13.32,-11.56,131.17
13.32,-11.56,131.12
13.31,-11.55,131.23
13.30,-11.54,131.31
13.29,-11.54,131.31
13.33,-11.57,131.07
13.34,-11.58,130.90
13.40,-11.63,131.04
13.52,-11.73,131.19
13.65,-11.85,131.22
13.82,-11.99,131.17
13.90,-12.07,131.16
13.94,-12.10,131.14
13.92,-12.09,131.09
13.91,-12.07,131.12
13.88,-12.05,131.10
13.87,-12.04,131.06
13.86,-12.03,131.08
13.85,-12.02,131.07
13.85,-12.02,131.11
13.85,-12.02,131.10
13.85,-12.02,131.12
13.85,-12.02,131.14
13.85,-12.02,131.13
13.85,-12.02,131.10
13.85,-12.02,131.12
13.85,-12.02,131.11
13.85,-12.02,131.08
13.86,-12.03,131.12
13.86,-12.03,131.12
13.86,-12.03,131.12
13.86,-12.03,131.11
13.86,-12.03,131.11
13.86,-12.03,131.11
13.86,-12.03,131.12
13.86,-12.03,131.12
13.86,-12.03,131.12
13.86,-12.03,131.12
13.86,-12.03,131.12
13.86,-12.03,131.12
13.86,-12.03,131.12
13.86,-12.03,131.12
13.86,-12.03,131.11
13.86,-12.03,131.12
13.86,-12.03,131.12
13.86,-12.03,131.12
13.86,-12.03,131.11
13.86,-12.03,131.12
13.78,-11.96,131.15
13.53,-11.74,131.14
13.30,-11.54,131.11
12.93,-11.22,131.15
12.84,-11.14,131.59
13.42,-11.66,132.16
13.91,-12.11,132.51
15.02,-13.14,133.06
15.94,-14.00,133.33
17.51,-15.49,133.31
18.72,-16.62,133.10
20.69,-18.45,132.34
22.20,-19.81,132.21
24.61,-22.00,132.33
26.31,-23.56,132.73
28.92,-26.02,133.60
30.70,-27.71,133.74
33.46,-30.35,133.74
35.35,-32.17,133.99
38.30,-35.02,134.01
40.23,-36.88,133.94
43.20,-39.74,133.83
45.14,-41.60,133.65
47.81,-44.13,133.16
49.31,-45.52,132.71
51.14,-47.20,132.41
51.73,-47.74,132.46
51.83,-47.83,132.55
51.84,-47.84,132.34
51.90,-47.89,129.99
51.77,-47.79,126.63
51.68,-47.73,120.50
51.57,-47.68,111.30
51.55,-47.67,102.60
51.37,-47.64,94.88
51.34,-47.64,91.23
51.25,-47.64,91.03
51.33,-47.64,91.57
51.82,-47.66,91.53
52.37,-47.67,91.56
53.37,-47.70,91.62
54.16,-47.72,91.71
55.38,-47.76,91.77
55.98,-47.78,91.24
56.92,-47.79,89.97
57.57,-47.78,88.86
58.10,-47.77,89.27
57.87,-47.77,89.62
57.89,-47.77,89.35
57.94,-47.77,89.46
57.93,-47.77,89.55
57.92,-47.77,89.47
57.92,-47.77,89.50
57.91,-47.77,89.50
57.91,-47.77,89.49
57.91,-47.77,89.50
57.91,-47.77,89.51
57.91,-47.77,89.45
57.91,-47.77,89.53
57.91,-47.77,89.51
57.91,-47.77,89.49
57.90,-47.77,89.51
57.91,-47.77,89.53
57.90,-47.77,89.46
57.90,-47.77,89.46
57.90,-47.77,89.49
57.91,-47.77,89.51
57.92,-47.77,89.52
57.91,-47.77,89.50
57.91,-47.77,89.51
57.91,-47.77,89.48
57.91,-47.77,89.51
57.91,-47.77,89.51
57.91,-47.77,89.49
57.91,-47.77,89.49
57.90,-47.77,89.47
57.90,-47.77,89.46
57.90,-47.77,89.51
57.90,-47.77,89.47
57.80,-47.77,89.60
56.85,-47.78,89.28
56.23,-47.79,88.92
54.77,-47.82,89.05
53.55,-47.84,89.08
51.83,-47.87,89.01
