-47.00,16.30,90.00
-47.00,16.30,89.99
-46.65,16.30,90.01
-45.69,16.30,90.65
-44.84,16.28,91.08
-43.16,16.25,90.82
-42.00,16.24,90.74
-40.24,16.22,90.63
-39.08,16.20,90.73
-37.74,16.19,90.84
-36.98,16.17,90.77
-36.22,16.17,90.45
-35.98,16.17,87.83
-35.70,16.19,81.99
-35.63,16.20,74.19
-35.56,16.23,66.77
-35.65,16.19,62.59
-35.71,16.15,62.31
-35.74,16.14,63.24
-35.80,16.11,63.66
-35.81,16.10,63.57
-35.84,16.09,63.29
-35.83,16.09,63.33
-35.32,16.35,63.51
-34.74,16.63,63.85
-33.37,17.31,63.49
-31.62,18.18,63.69
-30.23,18.86,63.84
-28.12,19.91,63.52
-26.59,20.68,63.23
-24.41,21.78,62.85
-23.11,22.45,62.97
-21.53,23.25,63.01
-20.77,23.64,62.80
-19.87,24.10,62.50
-19.67,24.21,62.12
-19.66,24.22,61.90
-19.73,24.18,61.91
-19.88,24.10,62.01
-19.95,24.06,62.08
-20.05,24.01,62.11
-20.11,23.98,62.10
-20.15,23.95,62.09
-20.15,23.95,62.06
-20.15,23.96,62.08
-20.14,23.96,62.11
-20.13,23.97,62.10
-20.12,23.97,61.99
-20.17,23.95,58.88
-20.24,23.90,52.52
-20.35,23.80,43.47
-20.43,23.70,32.45
-20.52,23.51,19.74
-20.55,23.35,5.70
-20.54,23.00,-9.26
-20.47,22.78,-24.71
-20.26,22.45,-38.72
-20.04,22.21,-47.29
-19.79,22.00,-50.10
-19.62,21.85,-48.78
-19.53,21.77,-46.36
-19.49,21.73,-44.50
-19.43,21.67,-43.59
-19.39,21.62,-43.29
-18.96,21.15,-41.97
-18.60,20.75,-39.68
-17.88,19.83,-37.18
-17.25,18.97,-34.93
-16.17,17.37,-33.23
-15.44,16.22,-32.30
-14.26,14.34,-31.89
-13.50,13.11,-31.68
-12.54,11.56,-31.72
-12.06,10.79,-32.50
-11.90,10.53,-35.08
-12.06,10.76,-37.91
-12.23,10.96,-40.36
-12.24,10.98,-42.92
-12.30,11.04,-45.13
-12.31,11.05,-46.29
-12.35,11.09,-46.60
-12.37,11.11,-46.36
-12.41,11.14,-46.39
-12.47,11.20,-46.33
-12.58,11.31,-46.32
-12.65,11.38,-46.32
-12.77,11.49,-46.30
-12.82,11.54,-46.27
