-48.52,-18.00,180.00
-48.52,-18.00,179.95
-48.52,-18.12,177.76
-48.51,-18.29,175.09
-48.46,-18.75,172.08
-48.39,-19.14,169.70
-48.21,-20.07,168.55
-48.04,-20.90,168.00
-47.71,-22.40,167.30
-47.46,-23.45,166.05
-47.01,-25.15,164.44
-46.68,-26.28,162.74
-46.15,-27.90,160.96
-45.73,-29.07,159.96
-45.00,-31.05,159.19
-44.48,-32.37,158.33
-43.70,-34.30,157.32
-43.17,-35.51,155.85
-42.39,-37.19,153.84
-41.86,-38.23,152.29
-41.13,-39.60,151.77
-40.67,-40.47,152.63
-40.21,-41.43,157.03
-39.97,-42.13,166.46
-39.87,-42.92,180.56
-39.97,-43.49,198.91
-40.20,-43.94,221.02
-40.35,-44.05,245.00
-40.42,-44.07,266.37
-40.21,-44.09,280.42
-40.03,-44.14,285.98
-39.70,-44.24,285.54
-39.32,-44.32,280.89
-39.11,-44.35,275.60
-38.89,-44.37,271.64
-38.80,-44.37,270.69
-38.81,-44.37,271.11
-38.81,-44.37,271.32
-38.75,-44.37,271.42
-38.89,-44.37,271.52
-39.74,-44.34,271.64
-40.67,-44.32,271.60
-42.32,-44.27,271.78
-43.64,-44.23,272.05
-45.87,-44.14,272.13
-48.23,-44.06,271.91
-49.92,-44.01,271.49
-52.06,-43.96,271.39
-53.22,-43.93,271.20
-54.19,-43.92,268.79
-54.54,-43.94,263.68
-55.01,-44.01,259.75
-55.60,-44.13,257.72
-56.67,-44.38,256.79
-57.07,-44.47,257.83
-57.00,-44.46,258.35
-56.95,-44.44,258.56
-57.03,-44.46,258.50
-57.04,-44.46,258.63
-57.03,-44.46,258.64
-57.03,-44.46,258.62
-57.04,-44.46,258.66
-57.04,-44.46,258.70
-56.94,-44.44,258.70
-56.44,-44.34,258.61
-55.38,-44.13,258.23
-54.40,-43.92,258.05
-52.75,-43.57,257.98
-51.65,-43.33,257.84
-50.09,-43.00,258.06
-49.12,-42.82,261.81
-47.94,-42.72,268.98
-47.24,-42.75,277.43
-46.17,-42.98,286.00
-45.33,-43.28,292.18
-43.87,-43.92,294.75
-42.78,-44.42,294.36
-41.14,-45.12,291.86
-39.92,-45.58,288.57
-38.08,-46.14,285.36
-36.78,-46.46,282.81
-34.70,-46.90,281.20
-33.29,-47.16,280.18
-30.90,-47.58,279.58
-29.32,-47.84,277.75
-29.03,-47.88,273.40
-29.12,-47.88,273.10
-28.88,-47.89,272.44
-28.89,-47.89,272.54
-28.92,-47.89,272.57
-28.92,-47.89,272.59
-28.93,-47.89,272.58
-28.92,-47.89,272.57
-28.93,-47.89,272.58
-28.93,-47.89,272.55
-28.93,-47.89,272.56
-28.93,-47.89,272.54
-28.93,-47.89,272.55
-28.93,-47.89,272.55
-28.93,-47.89,272.55
-28.95,-47.89,272.50
-29.16,-47.88,272.48
-29.16,-47.88,272.49
-29.19,-47.88,272.45
-29.21,-47.88,272.38
-29.50,-46.80,270.01
-29.59,-46.80,270.01
-29.84,-46.80,269.91
-30.39,-46.80,269.73
-30.83,-46.80,269.60
-31.58,-46.81,269.52
-32.09,-46.82,269.71
-32.73,-46.80,273.39
-33.30,-46.74,280.17
-34.47,-46.42,289.52
-35.33,-46.02,301.06
-36.51,-45.10,314.39
-37.23,-44.18,328.87
-37.95,-42.50,344.31
-38.11,-41.38,359.50
-37.97,-40.01,372.27
-37.85,-39.58,379.32
-37.78,-39.39,381.06
-37.80,-39.44,380.60
-37.81,-39.47,380.05
-37.80,-39.46,379.80
-37.78,-39.39,380.75
-37.75,-39.33,385.24
-37.57,-39.01,391.93
-37.34,-38.69,399.68
-36.70,-38.01,406.32
-36.15,-37.52,410.33
-35.06,-36.65,411.97
-34.22,-36.00,412.12
-32.89,-34.94,410.21
-32.08,-34.22,406.78
-30.91,-33.05,403.22
-30.09,-32.13,400.62
-28.78,-30.56,399.14
-27.82,-29.35,398.00
-26.25,-27.30,396.94
-25.31,-26.02,394.75
-24.14,-24.18,390.28
-23.52,-23.01,385.54
-22.82,-21.38,380.69
-22.44,-20.21,374.60
-22.04,-18.17,367.99
-21.89,-16.54,362.58
-21.88,-13.83,358.35
-21.99,-11.87,355.69
-22.25,-8.71,354.89
-22.44,-6.45,355.63
-22.67,-2.88,357.15
-22.75,-0.35,359.08
-22.75,3.45,360.95
-22.67,6.12,362.42
-22.47,10.22,363.10
-22.32,12.96,363.24
-22.09,17.10,362.96
-21.97,19.75,361.98
-21.89,23.41,360.52
-21.90,25.64,359.08
-21.96,28.20,357.86
-22.03,29.51,356.27
